all_words,count
码头,8
水饺,7
饰品,5
珠子,4
minami,2
WanChaiFerry,2
颗,3
产品质量,2
有幸,2
戴,6
耳环,3
时髦,5
猪,23
三生有幸,2
分明,5
河蚌,2
脊梁,4
周杰伦,11
直播,23
主持人,11
死心塌地,1
跟着,9
男歌迷,1
上辈子,1
仆人,1
压在,5
木板,5
大熊猫,27
无情,8
有情,5
祈福,10
山东,25
二十二年,1
过活,1
蟑螂,3
玩,35
一段时间,5
兴奋,9
见到,13
中活,1
黑,35
还会,5
飞,23
老乡,1
争口气,1
临危不惧,1
放声,1
大嚎,1
齐鲁,1
儿女,1
奇志,1
爱红妆,1
武装,1
操,5
吓人,5
心绞痛,1
眼泪,13
掉下来,1
後,11
還有,4
什麼,5
意義,1
微热帖,1
高考,67
阅卷,13
老师,48
冒死,5
内幕,25
自称,9
发帖,7
不为人知,4
真相,35
所述,3
不禁,11
惊讶,10
学生,88
前途,6
命运,8
考试,11
分数,6
粗放,4
流程,7
耽误,19
亲历者,2
说法,20
确实,8
勇敢,13
样本,12
土霉素,9
氯霉素,6
过时,3
违禁,4
因会,3
压抑,3
骨髓,6
功能,31
贫血,3
抵抗力,3
下降,11
凝血,3
孕妇,4
毒蟹,3
胎儿,7
骨质,7
会变,4
灰,7
变脆,3
怒骂,7
灾难,3
财,4
成都,54
制药,18
一厂,15
明眼人,1
说话,30
这帮,4
杂碎,1
无孔不入,1
药品,20
一万,8
发票,21
猪头,10
什刹海,2
万平方米,1
胡同,3
授权,1
拆毁,1
元代,1
砖塔,1
天恒,2
开发,11
项目,16
总,28
投资,21
贷款,4
面向,2
港商,1
招商,1
百户,1
涉及,14
翻修,1
一新,1
白米,1
斜街,2
烟袋,1
他发,1
这条,15
禁止,15
河南,40
漯河,1
房管局,1
副局长,4
枪顶,1
头问,1
一枪,2
打死,25
下次,8
再敢,1
QQ,13
聊过,2
没想,5
删掉,10
陪伴,13
很多年,4
异常,6
寒心,1
官员,40
金日成,6
长寿,2
梦,23
私人,2
介绍,11
授意,1
寻找,24
方法,29
活到,1
120,10
大笑,7
次数,2
增多,1
五次,1
功勋,1
男性,13
血液,1
输血,1
中国日报,2
网,61
8k7CAkB,1
急购,1
面膜,4
淘宝,15
一亲,1
办不到,2
生意,7
亲说,1
肯付,1
顺丰,1
快递费,1
定到,1
干脆,4
生意场,1
轻易,10
NO,1
底线,9
可谈,1
哀叹,1
时运不济,1
嫉妒,5
得利,1
想想,8
心思,1
发出,25
警示,14
传出去,8
隐翅虫,12
身上,62
毒液,11
接触,13
皮肤,21
死定了,11
讲,31
这虫,10
嘴巴,18
轻轻,15
吹,19
用手,19
一碰,1
全身,10
就会发,1
水泡,2
中毒,8
右翼,4
分子,3
抵,2
艘,2
海保厅,1
护送,3
保驾,1
民间,7
中国政府,14
惨剧,9
宁波,30
妇儿,7
携带,4
住院楼,8
跳楼,13
抢救无效,21
具体情况,4
病重,7
负担,10
昂贵,7
医疗费,8
满月,5
楼,23
身亡,29
底层,4
医疗,20
费用,10
猛于,4
虎,8
国人,20
性命,2
何等,3
脆弱,7
買,9
請,15
留心,8
绿,16
红,29
亲们,15
快去,1
查查,1
偷笑,40
恶搞,2
亿美元,36
硬币,26
辆,29
装满,8
美分,13
卡车,19
加利福尼亚州,5
苹果公司,10
总部,11
蒂姆,7
库克,9
解释,30
支付,10
美国苹果公司,7
慢慢,15
运吧,2
周内,2
运完,3
亿个,2
电脑报,1
粗心,10
小朋友,18
准考证,10
白娅倩,7
考点,7
一中,10
考场,7
013,7
座,10
准考证号,7
204101311,6
联系电话,9
138,5
3046,5
8131,5
靴子,2
裤衩,4
苏州,8
秋裤,1
魔,3
一处,6
奇楼,1
远观,1
活脱脱,3
马靴,1
山外,1
青山,1
楼外楼,1
一楼,2
stv,1
夜线,1
不到,20
男盆友,1
昨儿,1
非诚,7
勿扰,8
咱俩,2
出门,10
离车,1
两百米,2
鞋跟,1
儿断,1
咋整,2
单腿,1
蹦,1
case,1
就近,1
修个,1
鞋,8
回答,22
拉,13
着手,3
短线,5
童鞋,23
围观,55
特大,4
早晨,6
八点,1
二十分,1
安徽省,2
界首市,1
门口,17
恶性,4
爆炸事件,6
七名,1
上班,12
多人,14
封锁,8
案件,19
进一步,10
政协委员,5
提议,5
恢复,15
大清,2
王朝,2
康熙,3
十,5
世孙,3
金复,3
走遍,3
收集,8
签名,9
全国人大,2
请愿,4
君主制,6
清,7
皇室,4
打算,13
保留,8
国家,98
写信,2
彰显,3
龙裔,3
日常用品,3
非,34
不选,2
日夜,6
盼望,5
能住,3
故宫,5
正和岛,2
东华,1
刘翔脚,1
正版,1
致敬,6
派,10
對,10
SHClubbing,4
渐冻,1
萧,1
建华,1
重疾,1
医疗事故,1
不幸,11
演讲,7
质问,3
营销员,1
放弃,45
劝,9
zlzDLxY,1
野菜,1
武器,4
秤砣,4
连小,1
s,10
值得,22
聪明,10
交往,8
只能,40
当成,3
优先,3
依赖,6
来临,4
支柱,2
受益,2
终生,2
术,1
能少,1
榴莲,22
毒过,4
眼镜蛇,4
客死,4
泰国,27
异乡,5
旅游,20
可乐,11
咖啡因,4
血压,4
飙升,5
年仅,7
明确规定,4
食用,20
之内,5
圈里,9
所有人,16
湖南,11
临武,7
瓜农,2
青海,1
西宁,1
围殴,7
四川,44
中年夫妇,1
北京城,3
痛击,1
练摊,1
达州,5
蘑菇,4
穷学生,1
福建,20
漳州,1
血色,1
七月,3
英勇,1
打赢,2
鲜艳,2
五星红旗,1
祭旗,1
胖,2
wifi,3
导演,17
续集,2
电影,52
打错字,1
洗完,2
袜子,1
天气预报,2
美好,33
罗辑,1
思维,7
•,18
限娱,1
清宫,1
深宫,1
丹墀,1
跪倒,7
重臣,1
回禀,1
太后,1
拳匪,1
砸车,4
凤眼,1
微,28
抬,2
如电,1
喝道,1
荣禄,1
先,14
预备,1
绷,1
一会儿,8
多图,1
满载,2
抵达,8
位于,3
加利福尼亚,1
安保,5
停错,1
几分钟,3
接到,21
赔偿金,2
整整,3
亿枚,2
zW1SWTp,1
河源,2
4.8,3
余震,4
今晨,3
河源市,1
东源县,1
震源,2
区,14
台站,1
测定,2
00,16
2.6,1
广东省,3
工作组,1
应急,3
指挥,3
市防,1
抗救,1
领导,39
小组会议,1
zO2xKEA,1
风花雪月,2
人物,13
海报,9
提档,2
PK,7
时代,21
日前,35
由高,1
群书,1
执导,2
angelababy,1
黄晓明,5
熙,2
主演,13
该片,3
推出,17
Angelababy,1
宣言,4
我敢,2
详细,26
zQXNF9g,1
通缉令,4
强奸,31
幼女,11
疑犯,3
时许,2
山西,7
运城市,1
芮城县,1
永乐宫,1
案,15
芮城,1
发布,46
提供线索,7
查明,3
奖励,14
千元,1
扭送,1
警局,1
万元,28
投案自首,2
从宽处理,1
警官,2
13834396668,1
何兵,2
报告,21
屌丝,11
常用,4
军,12
强,20
磊,1
洋,2
勇,1
杰,1
涛,1
华,4
翔,2
鹏,1
毅,1
俊,1
栋,2
凯,1
文,5
豪,1
丽,1
秀,3
芳,1
娜,2
婷,1
晓,1
欣,1
静,1
敏,3
琪,1
雅,4
艳,2
娟,1
姗,1
霞,1
桂,1
阳,1
雯,1
尼玛,13
中枪,7
孩,5
医师,9
这份,8
邮件,6
十份,7
肯定,26
一条,37
将会,21
挽救,11
MC,1
top,1
竞争力,1
TOP,2
斗争,5
激动,5
一圈,4
弟弟,16
无比,5
淡定,10
拍手,4
幼稚,4
害羞,11
最右,1
无所谓,6
h4Ef3D,1
开讲,2
黄西,2
完美,27
房间,9
装饰,1
漂亮,17
请客,1
功成名就,1
赚了钱,1
女朋友,8
同甘共苦,1
长期,8
目标,18
定高,1
一点,55
近期,9
定得,1
Joe,1
Wong,1
唯众,1
传媒,8
摸,36
奶节,9
双柏县,8
鄂家镇,8
彝族,8
传统,13
文化,32
三天,13
外来,9
游人,8
街上,16
一摸,6
胸,9
表面,9
躲躲闪闪,6
决无,6
责怪,6
之意,7
地区,25
百姓,9
延续,9
1000,16
多年,28
风俗,6
小伙,8
以摸,8
奶为,15
吉祥,9
花心,17
猥琐,4
女秘书,1
新年,11
两天,12
热点,6
已有,4
三出,1
黄灯,2
惹,5
争议,8
非洲,4
牛郎,2
门,9
G,14
按摩,8
乌龙,4
戏珠,1
中石化,1
高官,9
色冠,1
五洲,1
拜倒,1
石榴裙,1
射速,1
女性,27
吸力,1
焦点,11
联播,11
杂谈,11
五味,10
晓玲,2
交通违章,4
办理,14
明年,12
一月,3
扣分,10
办法,16
发给你,4
群,6
交通,34
新规,29
做手术,3
几年,7
技术,21
废,1
成就,2
名衔,1
＂,60
插,2
暂时,9
召,2
驻华大使,3
回国,4
汇报,4
日本共同社,4
外相,2
玄叶光,1
一郎,1
当天,12
越南,43
河内,2
提问,5
日召,1
丹羽,1
宇一郎,1
zWMOCR9,1
猫,42
玩伴,1
患癌,2
绝食,2
长沙,18
严,2
洁洁,3
公狗,1
上个月,1
家中,24
照顾,10
感情,18
深厚,1
伴,3
度过,7
不惜,1
追随,3
灵性,1
人类,15
懂,36
zYgJfzn,1
sinaurl,12
hqANgI,1
捶,2
大腿,7
拍桌子,2
太给力,2
龚,1
琳娜,1
大神,2
齐唱,1
忐忑,1
给力,18
独家,12
绿箭侠,1
肌肉,6
型,8
Oliver,1
超能萌,1
灭世,1
神勇,1
大叔,5
Rachel,1
破产,3
姐妹,7
毒舌,1
女神,9
Max,2
吸血鬼,11
日记,10
女王,5
Elena,1
华纳,1
巨星,4
集合,7
专属,4
寄语,1
zYn0DJt,1
美剧,3
全网,1
首播,8
敬请,4
大盘,2
如日中天,1
之时,1
本博,3
维稳,5
行情,2
第一阶段,1
落幕,3
上周五,3
暴跌,6
股市,4
凄风苦雨,1
之辰,1
尚未,12
精准,1
预测,6
半周,1
走势,1
横盘,1
发动,2
攻势,3
一跌,1
群内,1
早盘,2
午盘,1
解盘,1
加群,1
管理员,10
野花,1
香,4
百合,5
海青,1
点评,5
播放,7
共和国,3
评选活动,3
造假,6
民政部门,3
手腕,6
遮住,5
名表,3
首饰,2
怀疑,9
这位,35
机密,2
zjnHKY2,1
陕西,14
大表哥,1
集体,15
戴表,1
无错,1
收徒,1
黑帮,2
大戏,3
现摸,3
募捐,7
日至,6
TV,6
工口,3
拯救,7
名为,12
揉,4
胸来,3
贡献,7
社会,52
东京,5
新宿,3
会场,4
共有,5
捐款者,3
4690,3
人次,4
募集,4
善款,5
420,4
4836,3
日元,4
来场,3
额,5
去年,23
两倍,3
凤凰网,6
东莞,4
大朗,1
快讯,12
巴基斯坦,2
7.4,2
地震台,1
网速,6
台网,1
自动,6
分在,4
经度,1
65.9,1
度,7
纬度,1
27.6,1
深度,7
千米,2
速报,1
为准,2
炒房,4
赔进,2
身子,2
跳楼自杀,9
平在,2
绿城,2
鹿城,4
广场,12
套,4
平,7
脱不了,2
手,28
套房,3
买房,3
亲戚,3
温州,16
房价,12
水平,14
2010,15
巅峰,4
二手房,2
报价,3
接近,10
zjiiysG,2
前方,4
带来,21
诺基亚,14
N9,1
首测,1
速度,21
有木有,8
鼓掌,27
a9l5jJ,1
讲视,2
花港,1
观娱,1
全新,4
栏目,3
见面,4
黄晓雅,1
HXY,1
温柔,6
电视,6
率先,7
亮相,12
英姿飒爽,1
穆桂英,1
避雷针,1
zWK5F5R,1
zWK5Hjx,1
南,12
视觉,8
反日,4
坑,6
同胞,8
商报,12
日产,6
越野车,3
沙坪坝,3
螺丝,4
疯狂,15
愚蠢,6
傻货,3
车主,12
新手,3
未能,5
及时发现,3
咋办,6
要人命,3
遭殃,6
路人,4
抵制,8
义务,2
损坏,1
权利,5
屌,3
官司,8
十亿美元,2
早上,22
运载,1
价值,31
银行,24
收,14
车,27
数钱,1
按斤,1
发明,6
机器,5
来数,1
酒吧,45
帅气,14
阉割,22
案发现场,6
玛莲,5
白色,46
保时捷,10
四人,8
场面,18
壮观,8
鸡毁,6
人亡,7
睡,28
不该,15
坑爹,9
引以为戒,6
別亂,3
睡別,6
付出代价,8
〜,11
工信部,12
双重,11
小马哥,9
顶住,12
语音,14
毛,22
人会,19
包含,9
费,16
袖珍,6
小猴,5
走红,12
高智慧,5
不好,27
养,18
猴,19
风靡,13
石猴,20
合法,15
商贩,16
处,23
性格,12
太过,7
活泼,8
很皮,6
模仿,12
高,43
打开,17
煤气,7
阀门,8
打火机,7
震惊,37
百分百,3
重温,3
1999,2
曼联队,2
小贝,2
吉格斯,2
出镜,2
倾情,1
献唱,3
hDIwq6,1
自卑感,5
受不了,3
环境,10
刺激,4
打击,10
重了,1
傲慢,3
自卑,3
防御,1
沒有,1
看得起,1
看不起,3
南怀瑾,2
话筒,44
百万,6
梦想,32
奖学金,2
合约,5
把关,1
高晓松,25
老宅,1
何平,2
威武,21
演艺,4
成名,2
之路,4
保证,14
good,25
草根,11
周六,6
综合,4
频道,15
盛情,1
抱抱,3
广播,2
电视台,21
赵花,1
薰,1
叮叮,2
射手座,3
公主,5
芙蓉姐姐,14
一件,28
抑郁症,3
使人,4
崩溃,16
拿捏,2
常德,1
鼎城,2
窝案,1
区委书记,4
李秋葆,1
收取,7
包工头,1
刘振华,1
140,2
书记,19
詹一兵,1
常务,2
副区长,2
蔡仁国,1
王建华,1
受贿,6
詹,1
认罪,5
获,14
缓刑,5
蔡,2
王,23
受,13
刑讯逼供,7
上诉,5
巨额,2
行贿,3
追诉,2
出庭作证,1
能免,1
祸,2
新书,1
封面,3
上周,10
出版社,6
反馈,1
下图,11
那张,1
感觉,43
眼角,3
有泪,1
划过,1
打扮,4
多少岁,1
读,9
书,8
生得美,1
不美,1
闪闪发光,1
更要,3
秘诀,3
狠狠,3
宠爱,1
火星,5
彗星,4
撞击,3
天文学家,1
途径,2
太阳系,1
碰撞,2
数据,14
这颗,1
擦肩而过,3
轨道,4
预知,1
远离,10
亿兆,1
吨级,1
相当于,14
迄今为止,3
最强,4
核武器,3
2500,1
万倍,1
微讯,3
日报,8
华为,17
小米,6
先是,8
格力电器,1
董事长,5
董明珠,1
立下,2
亿元,16
赌,1
协议,2
这天,3
赤裸裸,3
战书,1
创始人,12
雷军,1
忙,13
荣耀,2
来势汹汹,1
掉,25
琴声,2
稳重,1
矜持,3
旋律,3
缓缓,4
歌唱,1
蓝天,2
清风,1
午后,1
阳光,18
森林,8
微风,4
轻送,1
隐隐,1
钟声,5
流传,4
已久,1
幸福,71
卡农,1
hq0Hrs,1
新闻联播,31
火车,52
盒饭,30
不贵,10
吐槽,11
别逗,9
元太能,6
扯,8
便宜,10
矿泉水,11
五块,9
播,9
划,1
脸案,1
告破,2
北京警方,1
内女,1
人用,3
刀片,1
划伤,6
初步,3
审查,1
胡某,12
受挫,1
恶意,3
报复,5
内持,1
裁纸刀,1
片,10
河北省,5
审计,11
厅,7
厅长,8
董建柱,8
正,23
部下,18
偷欢,5
门外,6
情急之下,5
冒险,3
窗户,7
爬,11
手脚,5
并用,3
管道,4
楼下,5
裸体,11
董,1
命根子,1
不要命,2
店长,1
小伙伴,12
惊呆,4
人命,8
搜救,14
犬,13
牺牲,11
默哀,6
昨天下午,10
军用,6
大爷,7
钻进,6
塌陷,7
战士,6
挖出,8
军犬,6
砸烂,9
幸存者,7
噩耗,7
指导,9
般,11
失声痛哭,7
娛百,6
這,7
片段,7
一個,11
做作,1
愛,8
庝,1
愛你,2
蝴蝶,1
姐姐,7
观点,12
声音,13
盈利,3
面临,7
脱离,1
读者,5
报纸,5
客观,2
单一,2
风格,7
平衡,2
缺乏,7
独特,4
出版者,1
商业,3
杂音,1
脱颖而出,2
zO1Rnry,1
思考问题,1
咬嘴,1
皮,4
蜷成,1
被子,3
卷,4
时侯,1
成群结队,1
搭车,1
坐,15
靠窗,1
位置,9
只会,7
倾诉,3
一部分,4
讨厌,21
陌生人,6
热闹,6
嘈杂,1
安全感,8
表现,22
奥运,17
标语,8
媒,2
令人,5
场景,6
一块,9
标有,1
汉字,1
纸牌,1
提前,5
询问,4
空间,14
谢谢你们,4
新民,3
捐资,1
1.66,1
亿买,1
6.344,1
平方公里,2
北海道,1
8.3,1
照该,1
价,2
2.19,1
买下,5
名义,4
捐献,4
说到做到,3
财力,1
有限,6
以本博,1
停止,22
为限,1
接力,23
亿人,1
愤怒,28
宋茜,5
唯饭,1
JF,1
党,8
121222,1
卫视,12
跨年,9
晚会,4
录制,6
博不坑,1
爹,6
哒,1
平安夜,4
党博,1
本来,7
私藏,2
茜,4
咱党众,1
取,4
外号,1
小毛,2
好萌,2
好口,1
耐,2
刘海,2
撮,1
W,3
圣诞节,3
Merry,1
Christmas,1
米,62
桑,2
禁二改,2
转载,6
注明,3
出处,4
九种,1
要少,2
酷,19
深沉,5
过分,6
浪子,1
大男子主义,1
油腔滑调,1
女性朋友,4
恋母情结,1
女性化,1
志大,1
疏,1
不修边幅,1
有人,69
好奇,3
黑人,7
妹子,16
LZ,1
带图,1
详解,3
搞笑,9
中午,30
下载,17
动作片,7
挂掉,1
下载速度,1
逼,22
俗话说,1
近猪者,1
错,25
是因为,21
你好,13
内蒙古,1
王素毅,1
李达球,1
一日,8
两名,11
省级,3
双开,1
权须,1
秉承,1
之心,4
常怀,2
戒惧,1
腐败,9
全民,8
公敌,2
退路,1
这场,9
硬仗,1
需,13
速战速决,1
从长计议,1
制度,16
关进,3
笼子,1
监督,8
运行,6
方有,1
清正,1
清廉,3
长治久安,1
联社,1
日讯,16
消息人士,3
中国证监会,1
最快,6
于本周,1
末,2
优先股,5
试点,2
首批,1
发行,5
四大,5
国有银行,1
竞标,1
转股,2
条款,2
路透,1
信号,10
CaiLianPress,1
很长,5
忽略,2
好像,10
首家,2
新百伦,1
专卖店,3
Air,2
Sheep,1
东城,1
星河,1
城,12
购物中心,2
开,62
NewBalance,1
假期,6
穿,31
NB,2
Ta,1
最牛,2
博客,7
服,4
电果,2
爱过,6
友谊,6
交集,1
再见,4
再也,12
见过,5
感恩节,4
发着,1
感人,12
话语,2
第二年,1
未曾,2
刘子文,1
北邮,1
英国伦敦大学,1
教育,28
背景,7
硕士生,1
电商,26
浓厚,1
专业知识,1
出众,1
沟通,7
能力,19
偏差,2
经理,2
求职意向,1
某种程度,1
左右为难,1
求职,3
拭目以待,2
竞猜,3
去留,1
点击,9
zjPxK7b,1
忠诚,3
领到,2
冬衣,1
收走,5
中国社科院,1
发起,3
街头,8
救助,6
北京街头,1
流浪者,1
发放,4
棉被,4
大衣,6
棉,1
鞋袜,1
不明,17
樊银华,1
冬天,6
何人,1
终没,1
没理由,5
反对,10
推薦,1
LINE,2
一萬個,1
起來,1
胡杏儿,9
男友,28
疑,3
机场,13
挽手,1
同游,1
上传,11
男士,2
拥抱,7
写道,6
恋情,4
疑是,1
李思捷,1
两人,26
挽,1
胳膊,1
现身,8
早前,1
拍到,1
胡定欣,1
游,7
8FemSH0,1
点上,5
戴着,7
眼镜,6
往前,6
1035,5
东部,11
小宝贝,5
天堂,24
路,50
恐怖袭击,7
自由,33
奔跑,8
细节,5
零食,2
肥肉,1
配菜,1
挑,4
碗,4
路上,20
内侧,1
挂机,1
他会,6
目送,1
消失,10
视线,7
哪件,1
好看,19
总爱,2
都行,3
重,8
肺癌,1
老人,40
人工呼吸,2
青岛,11
K67,1
次列车,2
重病,1
晕厥,1
身着,6
毛衣,2
上前,2
急救,2
长,49
一刻钟,1
面对,10
赞扬,2
学医,2
多岁,6
听说,14
zjpxork,1
北大,8
记者团,1
新老,1
团长,3
副团长,1
西南,5
校,1
粤菜馆,2
谈谈,2
建台,1
周年,13
散伙,1
时老,1
小白,2
指指,1
墙上,3
浙商,1
条商规,1
太逗,1
利益冲突,1
上床,6
拍张,2
对照,2
领会,1
捐,16
6000W,1
2000W,1
1000W,1
百度,29
500W,2
TM,5
富,8
红十字,4
1W,1
5W,1
人靠,1
发了,2
CNM,3
本事,3
来查,1
我家,10
水表,2
虹讯,1
出墙,1
绵阳,5
获悉,3
工业,3
信息化,2
部,3
信息产业,2
公共服务,3
平台,10
软件,10
十大,6
国家级,7
主办,2
年度,10
创新,2
贡献奖,2
榜单,2
长虹,1
获此,2
殊荣,2
zYXsiN9,1
5.12,3
不去,5
影院,7
贞子,32
票房,40
金陵,15
十三,15
钗,15
小鬼子,12
3D,30
大陆,33
上映,23
南京大屠杀,17
纪念日,17
国难日,13
勿忘,13
国耻,13
敢不敢,14
让贞子,7
转起,9
犯,6
摇身,1
县长,9
山西省,1
大宁县,1
樊宇,2
涉嫌,22
少女,12
其父,6
樊纪亨,1
临汾,1
市委书记,9
临汾市,1
人大常委会,3
主任,10
干预,6
受害人,11
冤情,1
石沉大海,1
上访,12
无果,2
仕途,1
由县,1
公安局长,6
升至,2
zW2qzr9,1
经历,13
深知,1
懂得,9
浏览,2
看待,1
得与失,1
隐与显,1
风景,16
风情,2
zl3ZwuB,1
文胸,3
搭扣,3
一小块,2
洗,13
胸罩,3
姑凉,1
如图所示,1
bra,1
内衣,5
肥皂,1
C,9
D,5
部位,5
摩擦,2
气泡,1
菇,2
凉们,2
稀里糊涂,1
Wars,1
Justin,3
Bieber,2
鸟叔,17
权志龙,9
合影,12
JB,1
演唱会,19
两人会,1
助阵,4
劲,5
劈腿楼,3
新城,6
门户,4
2B,5
U,4
地块,3
落成,3
西班牙,11
设计师,20
超现实,3
主刀,3
结构设计,3
结构,3
工程师,10
帝,7
解决,8
拐弯,3
电梯,6
地产,2
评语,2
技术难题,2
难题,3
攻破,2
亲,21
徐,4
明达,2
FC,3
荒唐,6
无耻,19
财产,7
人民日报,13
刊文,4
提拔,2
可行,2
宣称,2
县级,1
再过,2
市级,1
用到,1
转为,1
公示,4
竟获,1
政府,60
默认,3
红灯记,10
分罚,53
酒,19
驾记,9
周岁,24
乘坐,15
300,21
利群,2
詹评,1
实名,10
渣浪,1
证实,26
不实,2
删,7
改不了,1
吃屎,5
主权在民,2
人权,6
周孝正,3
三名,13
工人,15
以色列,4
炸死,4
中国使馆,3
商议,4
后事,4
使馆,5
偷渡客,4
不予理睬,6
对此,19
硬是,4
一查到底,3
不远万里,3
受害者,11
骨灰,4
交到,3
家属,17
手中,9
各赔,3
这钱,2
每人,12
税,8
小豬,1
甩,4
磅,3
紅館,3
玩命,4
亞洲,1
舞王,3
羅,6
志祥,4
明日,3
起一連,1
四日,2
舉行個,1
激減,1
廿多,1
迎戰外,1
正向,1
爭取,1
邊飛邊,1
娛賓,1
據,1
知該,1
演唱,15
會,5
花費,1
高達,1
2600,1
萬,3
港元,3
實行,1
拋銀彈,1
豬迷,1
報導,3
連結,1
zjDAnRm,1
放在,18
竖,1
哈哈哈哈,8
图文,4
转录,2
阿森纳,2
真心,11
粉,27
沪,2
M,6
牌照,7
退散,1
Sum,1
巡演,6
登陆,6
加拿大,7
朋克,1
乐队,2
SUM41Band,1
Still,1
Waiting,1
Pieces,1
代表作,2
主唱,1
Deryck,1
频繁,4
水瓶,1
丢,19
台下,3
歌迷,9
全程,5
站立,2
合唱,6
捧场,1
有趣,6
返场,1
久等,2
喊出,3
CBA,1
总决赛,4
球迷,7
口号,2
苏伟,2
阿文,1
公交,18
內有,1
两张,14
身份证,21
驾驶证,13
三张,14
惠州,13
武昌,10
陈翠珍,7
高艳林,7
张馨元,7
春运期间,6
功夫,13
卧铺票,5
回家,45
过年,8
举手之劳,12
陈珉岩,6
13006609059,6
有愛在,1
廣州,1
讓,8
冷漠,9
成為,2
我們,8
轉起,1
來,14
十二,5
星座,6
最有,5
魅力,6
白羊座,5
小腹,2
金牛座,6
臀部,1
双鱼座,3
双子座,3
摩羯座,4
有骨头,1
狮子座,5
胸膛,1
心跳,3
处女座,11
胸部,4
天秤座,4
腰部,3
天蝎座,5
脖子,6
巨蟹座,7
手指,6
水瓶座,4
脑袋,3
两性,1
导师,3
几招,1
夜,17
编制,1
不靠,3
拨款,1
两规,1
措施,6
后援,1
一人,21
之力,3
床,4
扛,1
重任,2
拿下,5
位,18
厅级,2
贪官,18
锁定目标,1
纪委,3
反贪局,4
同志,17
情,5
何以堪,6
电影院,4
____________,1
美丽,29
韩寒,4
批评,10
学术,1
行为规范,1
韩,11
三篇,1
麦田,5
质疑,16
风度,1
分量,1
最重,1
萌芽,1
参赛,2
程序,7
方舟子,10
赞成,4
舟子,1
黑方,1
谈不上,1
排队,3
如伙,1
宣誓,1
效忠,1
练,8
迷踪,1
拳,1
逍遥派,1
推荐,22
好书,1
普林斯顿大学,1
新出,2
Algorithms,1
That,2
Changed,1
Future,2
改变,29
九个,1
算法,2
普及型,1
读物,1
作者,14
John,2
MacCormick,1
牛津,1
计算机,6
本书,8
精彩,17
搜索引擎,3
PageRank,1
公开密钥,1
加密,1
纠错码,1
模式识别,1
数据压缩,1
数据库,3
数字签名,1
每期,1
精選,1
一個囯家,1
鎖定,1
背包客,3
徹底,1
介紹,2
該,1
地風土,1
與,4
雜誌,1
BIRD,2
宛如,1
候鳥,1
一樣,4
從創,1
刊号,1
美囯橫斷,1
旅,1
鼓翅遷,1
徙,1
印度,27
特集,1
編集長,2
姊妹,2
誌,3
TRANSIT,1
兼任,2
選題,1
靈活,1
涵蓋,1
食物,8
時裝,1
電影,2
民族,11
多樣,1
層面,1
切合,1
主題,3
配樂,1
週邊,1
現為,1
一刊,1
超正,1
GEM,2
邓紫棋,4
陈奕迅,5
k,1
歌之王,1
主和音,1
很正,1
2min,1
真系,2
zj5XraZ,1
钟意,1
嘅,4
搜索,16
abolove520,1
摄影师,14
捕捉到,1
印尼,2
洪水,2
冲走,2
镜头,15
摆出,1
以示,1
畏惧,1
震撼,14
张图,5
许个,1
愿,18
十秒,1
美梦成真,1
试试,15
别用,3
接听电话,5
脱衣服,1
拣,1
名牌,7
服饰品牌,1
Desigual,1
新店,2
开幕,2
促销,4
邀请,15
上门,2
顾客,10
挑选,6
服饰,1
盛装,1
离去,6
吸引,9
热情,12
活色生香,1
长龙,2
金融,7
帝国,3
一站式,2
服务,24
同一个,2
账号,8
一套,14
密码,16
理财,2
保险公司,3
证券公司,1
来回,3
沃尔玛,1
马,7
明哲,1
客户,12
账户,5
多种产品,1
设想,2
zWOyGrf,1
紧急通知,21
汕头市,2
出事,7
揭阳市,1
潮州,2
汕尾,1
相继,2
香皂,2
推销,3
闻,3
特香,1
一闻,2
一两分钟,1
晕过去,1
值钱,1
拿走,6
熊乃瑾,3
富商,3
调情,3
约炮,1
xiong,1
WongPok,1
天涯,14
佩服,5
